Date,<7000,7000-8000,8000-9000,9000-10000,10000-11000,11000-12000,>12000,total
2025-10-01,0.0,0.0,0.0,0.0063410308701541,19.05859274493241,94.17323850269054,53.29469775158802,161.7772011828845
2025-10-02,0.0,0.0,0.0,0.0,3.5095764425838145,36.46634116192399,20.12147044656119,58.30785745049168
2025-10-03,0.0,0.0,0.0,6.491289134055802,218.64986304999465,328.8670693067937,89.23810502823193,631.9623482060417
2025-10-04,3.6022910668699497,309.9216738433656,1283.4592543302415,1991.6731183500567,2085.104934696295,1920.243168104004,428.8835652185559,7968.336821151894
2025-10-05,0.0063609907676212,28.307557857760724,271.48479897348875,761.097818533303,1562.6624874713382,1803.438987424503,423.6068334964559,4793.089290408959
2025-10-06,0.0,0.0,0.4462336511631271,35.42384159586366,685.7067857943664,1335.1597676934978,373.8233440195449,2385.119439531444
2025-10-07,0.0,0.0,0.000838385453426,3.461156524512316,230.461700530422,708.5352113210481,274.4439452428754,1188.673857345366
2025-10-08,0.0,0.0,0.0,0.787243245923421,76.32000519976897,296.12348629253484,171.1420422843537,529.1033754936045
2025-10-09,0.0,0.0,0.0,0.0042503409226139,30.97646461009385,172.89319256561055,105.38585254625076,300.0735916235376
2025-10-10,0.0,0.0,0.0,0.0008257031249508,13.125789236085508,103.60204353395616,56.697638967015294,168.36028180967665
2025-10-11,0.0,0.0,0.0,0.0003057894687218,9.155620647531377,84.85531793957392,42.80443921024377,132.90412247779116
2025-10-12,0.0,0.0,0.0,0.0003057894687218,9.155620647531377,84.85531793957392,42.80443921024377,132.90412247779116
2025-10-13,0.0,0.0,0.0,0.0003057894687218,9.155620647531377,84.85531793957392,42.80443921024377,132.90412247779116
2025-10-14,225.2385781693081,2972.176655070418,5927.100155592114,6290.571272645622,5428.4534427402905,4699.213923961369,1067.5371118845671,26501.58475695194
2025-10-15,14914.024404409058,15182.418686673513,17150.5745387503,17948.02014485446,15707.105520911926,13420.784751408492,3012.963350735581,97090.7004740628
2025-10-16,13698.67977982254,15137.746038571628,17179.874288118768,18010.829926363374,15757.898867480675,13445.49276648856,3015.414674135532,95997.71168957691
2025-10-17,9476.179578708903,13517.510624526967,16545.219173892445,17865.278906306983,15752.949588554737,13445.46376457976,3015.414674135532,89349.8917255753
2025-10-18,2814.5540541779446,8937.727010082643,13235.709713596836,15511.87204135596,14629.280778534565,13005.00049712077,2960.7536036993706,70786.27900809533
2025-10-19,179.6491456383328,3154.650307532836,7047.013156030323,10227.766480496204,11167.860204939956,11006.061656499884,2603.5084592394287,45074.10994695334
2025-10-20,11.21043998236129,941.7341241009556,2987.418847983666,5725.748997521745,7981.664585573435,8933.898635420159,2224.597824999737,28526.42714083349
2025-10-21,0.0517898153843932,99.09461779191255,886.337667078655,2430.171182985045,4561.411963931634,6674.134753249042,1821.253042383187,16249.172929074832
2025-10-22,0.0,1.6114549732526209,122.86550885844026,926.1492342988522,2722.7147058525243,5234.347477827896,1580.4925820803458,10403.894121998095
2025-10-23,0.0,0.8604176339303043,128.3841224534743,1362.5231211029688,4251.07975876454,6847.4320340422055,1934.105082333395,14287.994331197106
2025-10-24,0.0,0.3848298197547421,22.6154370761148,653.9228538044711,3257.972291547296,6362.657072371801,1887.603563470896,11962.47342962621
2025-10-25,0.0,5.600439021628751e-05,3.198007894650796,195.79017098179088,1978.8229235905808,5114.124092942214,1675.7085281796926,8781.696017746617
2025-10-26,0.0,0.0,1.513753002475273,109.42162717391751,1576.6057958806891,4633.36186759766,1601.3503396220713,7749.614466546809
2025-10-27,0.0,0.0,0.7230939621280462,71.85861849444169,1317.7931587816872,4282.975709240078,1544.9219206061127,7055.313183806523
2025-10-28,0.0,0.0,0.1749066058524588,24.17777764808149,735.4591667547134,3194.662969365076,1337.1546419188292,5159.668481349007
2025-10-29,0.0,0.0,0.0050303121816542,7.253223985562936,337.65202992793365,2036.0212048575763,1053.3542305297965,3338.126626224724
